,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,Day,Date(dd-mm-yyyy),Month
136,136,136,136,136,136,136,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,12:45:00,Credit card,522.6,4.761904762,26.13,6.2,Saturday,9/3/2019,March
137,137,137,137,137,137,137,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,10:36:00,Ewallet,79.74,4.761904762,3.987,7.3,Wednesday,6/3/2019,March
138,138,138,138,138,138,138,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,20:36:00,Ewallet,387.5,4.761904762,19.375,4.3,Thursday,24-01-2019,January
139,139,139,139,139,139,139,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,14:16:00,Ewallet,271.35,4.761904762,13.5675,4.6,Wednesday,13-03-2019,March
140,140,140,140,140,140,140,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,15:28:00,Credit card,269.04,4.761904762,13.452,8.0,Saturday,19-01-2019,January
141,141,141,141,141,141,141,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,19:07:00,Credit card,68.95,4.761904762,3.4475,7.8,Friday,11/1/2019,January
142,142,142,142,142,142,142,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,19:48:00,Ewallet,226.12,4.761904762,11.306,5.5,Monday,4/3/2019,March
143,143,143,143,143,143,143,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,13:21:00,Cash,104.85,4.761904762,5.2425,7.8,Friday,4/1/2019,January
144,144,144,144,144,144,144,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,18:55:00,Ewallet,77.52,4.761904762,3.876,6.6,Sunday,10/3/2019,March
145,145,145,145,145,145,145,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,19:36:00,Ewallet,407.44,4.761904762,20.372,9.2,Friday,22-03-2019,March
146,146,146,146,146,146,146,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,10:23:00,Cash,176.54,4.761904762,8.827,8.2,Monday,4/2/2019,February
147,147,147,147,147,147,147,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,18:01:00,Cash,372.19,4.761904762,18.6095,8.9,Monday,21-01-2019,January
148,148,148,148,148,148,148,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,10:53:00,Ewallet,906.5,4.761904762,45.325,7.3,Friday,8/3/2019,March
149,149,149,149,149,149,149,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,19:14:00,Ewallet,140.76,4.761904762,7.038,6.4,Sunday,13-01-2019,January
150,150,150,150,150,150,150,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,15:37:00,Credit card,203.94,4.761904762,10.197,7.7,Friday,8/3/2019,March
151,151,151,151,151,151,151,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,15:42:00,Credit card,802.89,4.761904762,40.1445,6.5,Tuesday,15-01-2019,January
152,152,152,152,152,152,152,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,10:43:00,Cash,133.7,4.761904762,6.685,9.7,Tuesday,15-01-2019,January
153,153,153,153,153,153,153,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,12:43:00,Ewallet,318.05,4.761904762,15.9025,4.8,Saturday,16-03-2019,March
154,154,154,154,154,154,154,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,15:09:00,Ewallet,25.0,4.761904762,1.25,5.5,Sunday,3/3/2019,March
155,155,155,155,155,155,155,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,13:47:00,Cash,83.08,4.761904762,4.154,4.7,Thursday,31-01-2019,January
156,156,156,156,156,156,156,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,15:31:00,Credit card,256.7,4.761904762,12.835,9.1,Thursday,28-03-2019,March
157,157,157,157,157,157,157,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,11:40:00,Cash,160.2,4.761904762,8.01,9.7,Friday,25-01-2019,January
158,158,158,158,158,158,158,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,18:31:00,Credit card,431.3,4.761904762,21.565,5.5,Saturday,2/2/2019,February
159,159,159,159,159,159,159,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,17:04:00,Cash,322.2,4.761904762,16.11,6.6,Saturday,30-03-2019,March
160,160,160,160,160,160,160,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,20:35:00,Credit card,195.54,4.761904762,9.777,6.3,Monday,25-02-2019,February
161,161,161,161,161,161,161,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,16:10:00,Credit card,166.3,4.761904762,8.315,4.2,Monday,18-03-2019,March
162,162,162,162,162,162,162,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,11:26:00,Ewallet,38.6,4.761904762,1.93,6.7,Tuesday,29-01-2019,January
163,163,163,163,163,163,163,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,13:05:00,Ewallet,185.7,4.761904762,9.285,5.0,Tuesday,8/1/2019,January
164,164,164,164,164,164,164,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,18:59:00,Ewallet,148.6,4.761904762,7.43,8.3,Saturday,23-03-2019,March
165,165,165,165,165,165,165,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,18:20:00,Credit card,196.6,4.761904762,9.83,7.2,Friday,15-03-2019,March
166,166,166,166,166,166,166,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,15:47:00,Cash,412.16,4.761904762,20.608,9.6,Saturday,2/2/2019,February
167,167,167,167,167,167,167,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,20:54:00,Ewallet,193.44,4.761904762,9.672,9.8,Monday,28-01-2019,January
168,168,168,168,168,168,168,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,17:29:00,Ewallet,214.55,4.761904762,10.7275,6.1,Saturday,5/1/2019,January
169,169,169,169,169,169,169,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,18:05:00,Ewallet,379.96,4.761904762,18.998,9.3,Sunday,27-01-2019,January
170,170,170,170,170,170,170,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,12:07:00,Cash,696.85,4.761904762,34.8425,7.6,Thursday,14-03-2019,March
171,171,171,171,171,171,171,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,18:14:00,Ewallet,69.46,4.761904762,3.473,9.7,Friday,1/3/2019,March
172,172,172,172,172,172,172,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,13:55:00,Credit card,224.64,4.761904762,11.232,5.9,Wednesday,6/2/2019,February
173,173,173,173,173,173,173,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,14:36:00,Credit card,490.26,4.761904762,24.513,8.0,Sunday,27-01-2019,January
174,174,174,174,174,174,174,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,16:03:00,Ewallet,457.05,4.761904762,22.8525,7.1,Monday,25-02-2019,February
175,175,175,175,175,175,175,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,19:41:00,Cash,882.81,4.761904762,44.1405,9.3,Sunday,17-02-2019,February
176,176,176,176,176,176,176,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,19:01:00,Ewallet,152.58,4.761904762,7.629,7.0,Tuesday,12/2/2019,February
177,177,177,177,177,177,177,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,18:04:00,Credit card,693.44,4.761904762,34.672,7.2,Thursday,24-01-2019,January
178,178,178,178,178,178,178,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,13:28:00,Ewallet,141.6,4.761904762,7.08,6.2,Monday,11/3/2019,March
179,179,179,179,179,179,179,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,11:44:00,Ewallet,97.94,4.761904762,4.897,6.9,Thursday,7/3/2019,March
180,180,180,180,180,180,180,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,17:16:00,Credit card,292.2,4.761904762,14.61,4.9,Monday,25-02-2019,February
181,181,181,181,181,181,181,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,11:00:00,Ewallet,92.04,4.761904762,4.602,9.1,Tuesday,22-01-2019,January
182,182,182,182,182,182,182,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,16:23:00,Ewallet,294.2,4.761904762,14.71,8.9,Saturday,12/1/2019,January
183,183,183,183,183,183,183,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,12:08:00,Credit card,548.55,4.761904762,27.4275,6.0,Monday,7/1/2019,January
184,184,184,184,184,184,184,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,10:28:00,Cash,396.36,4.761904762,19.818,7.3,Wednesday,23-01-2019,January
185,185,185,185,185,185,185,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,18:51:00,Cash,135.24,4.761904762,6.762,6.9,Monday,25-03-2019,March
186,186,186,186,186,186,186,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,15:24:00,Ewallet,249.96,4.761904762,12.498,5.6,Wednesday,2/1/2019,January
187,187,187,187,187,187,187,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,16:54:00,Ewallet,217.26,4.761904762,10.863,8.2,Friday,29-03-2019,March
188,188,188,188,188,188,188,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,15:08:00,Ewallet,447.06,4.761904762,22.353,5.0,Wednesday,20-03-2019,March
189,189,189,189,189,189,189,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,13:01:00,Credit card,812.1,4.761904762,40.605,6.3,Thursday,17-01-2019,January
190,190,190,190,190,190,190,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,13:55:00,Cash,591.66,4.761904762,29.583,7.7,Tuesday,1/1/2019,January
191,191,191,191,191,191,191,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,19:35:00,Ewallet,70.91,4.761904762,3.5455,8.3,Sunday,10/3/2019,March
192,192,192,192,192,192,192,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,14:33:00,Credit card,429.55,4.761904762,21.4775,8.6,Friday,22-03-2019,March
193,193,193,193,193,193,193,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,13:54:00,Cash,257.08,4.761904762,12.854,7.7,Tuesday,26-03-2019,March
194,194,194,194,194,194,194,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,19:54:00,Cash,310.72,4.761904762,15.536,8.4,Friday,1/2/2019,February
195,195,195,195,195,195,195,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,13:53:00,Credit card,206.84,4.761904762,10.342,9.8,Saturday,9/3/2019,March
196,196,196,196,196,196,196,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,14:03:00,Cash,157.02,4.761904762,7.851,9.2,Wednesday,27-03-2019,March
197,197,197,197,197,197,197,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,16:38:00,Ewallet,215.3,4.761904762,10.765,7.7,Monday,4/2/2019,February
198,198,198,198,198,198,198,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,12:23:00,Cash,73.1,4.761904762,3.655,4.4,Monday,4/3/2019,March
199,199,199,199,199,199,199,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,14:13:00,Cash,45.58,4.761904762,2.279,9.8,Thursday,7/2/2019,February
200,200,200,200,200,200,200,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,11:51:00,Ewallet,225.6,4.761904762,11.28,4.8,Tuesday,5/2/2019,February
201,201,201,201,201,201,201,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,13:30:00,Credit card,156.6,4.761904762,7.83,9.5,Friday,15-02-2019,February
202,202,202,202,202,202,202,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,14:22:00,Ewallet,140.64,4.761904762,7.032,9.6,Sunday,24-03-2019,March
203,203,203,203,203,203,203,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,12:56:00,Ewallet,375.55,4.761904762,18.7775,5.2,Sunday,10/2/2019,February
204,204,204,204,204,204,204,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,12:20:00,Ewallet,30.61,4.761904762,1.5305,5.2,Wednesday,23-01-2019,January
205,205,205,205,205,205,205,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,10:18:00,Credit card,28.96,4.761904762,1.448,6.2,Thursday,7/2/2019,February
206,206,206,206,206,206,206,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,11:25:00,Ewallet,674.5,4.761904762,33.725,4.2,Sunday,3/2/2019,February
207,207,207,207,207,207,207,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,12:24:00,Ewallet,348.48,4.761904762,17.424,4.2,Wednesday,20-03-2019,March
208,208,208,208,208,208,208,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,11:22:00,Credit card,591.18,4.761904762,29.559,4.0,Wednesday,23-01-2019,January
209,209,209,209,209,209,209,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,15:30:00,Credit card,215.04,4.761904762,10.752,9.2,Thursday,28-03-2019,March
210,210,210,210,210,210,210,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,19:44:00,Cash,91.61,4.761904762,4.5805,9.8,Wednesday,20-03-2019,March
211,211,211,211,211,211,211,816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,12:37:00,Ewallet,121.74,4.761904762,6.087,8.7,Saturday,9/3/2019,March
212,212,212,212,212,212,212,856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,14:19:00,Ewallet,159.9,4.761904762,7.995,7.5,Friday,25-01-2019,January
213,213,213,213,213,213,213,308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,18:19:00,Credit card,12.09,4.761904762,0.6045,8.2,Saturday,26-01-2019,January
214,214,214,214,214,214,214,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,14:08:00,Credit card,641.9,4.761904762,32.095,6.7,Saturday,19-01-2019,January
215,215,215,215,215,215,215,655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,16:38:00,Ewallet,234.93,4.761904762,11.7465,5.4,Tuesday,5/3/2019,March
216,216,216,216,216,216,216,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,10:54:00,Credit card,167.54,4.761904762,8.377,7.0,Tuesday,15-01-2019,January
217,217,217,217,217,217,217,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,20:31:00,Credit card,202.65,4.761904762,10.1325,6.0,Sunday,3/3/2019,March
218,218,218,218,218,218,218,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,18:43:00,Ewallet,174.24,4.761904762,8.712,8.7,Friday,18-01-2019,January
219,219,219,219,219,219,219,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,17:24:00,Cash,727.8,4.761904762,36.39,7.3,Sunday,3/2/2019,February
220,220,220,220,220,220,220,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,14:13:00,Credit card,47.07,4.761904762,2.3535,5.8,Thursday,14-03-2019,March
221,221,221,221,221,221,221,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,10:11:00,Ewallet,264.45,4.761904762,13.2225,7.9,Friday,18-01-2019,January
222,222,222,222,222,222,222,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,15:48:00,Cash,139.65,4.761904762,6.9825,5.9,Tuesday,29-01-2019,January
223,223,223,223,223,223,223,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,17:46:00,Credit card,55.45,4.761904762,2.7725,4.9,Tuesday,26-02-2019,February
224,224,224,224,224,224,224,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,15:44:00,Ewallet,194.52,4.761904762,9.726,7.6,Monday,4/2/2019,February
225,225,225,225,225,225,225,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,19:30:00,Ewallet,560.4,4.761904762,28.02,4.4,Monday,14-01-2019,January
226,226,226,226,226,226,226,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,10:22:00,Credit card,454.8,4.761904762,22.74,4.8,Friday,1/3/2019,March
227,227,227,227,227,227,227,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,18:30:00,Cash,293.88,4.761904762,14.694,6.0,Saturday,23-02-2019,February
228,228,228,228,228,228,228,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,13:57:00,Ewallet,291.0,4.761904762,14.55,9.4,Friday,11/1/2019,January
229,229,229,229,229,229,229,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,12:22:00,Ewallet,42.96,4.761904762,2.148,6.6,Wednesday,27-02-2019,February
230,230,230,230,230,230,230,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,17:59:00,Cash,635.6,4.761904762,31.78,4.3,Wednesday,16-01-2019,January
231,231,231,231,231,231,231,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,10:36:00,Cash,201.3,4.761904762,10.065,7.5,Friday,15-02-2019,February
232,232,232,232,232,232,232,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,12:44:00,Cash,486.3,4.761904762,24.315,8.8,Monday,4/3/2019,March
233,233,233,233,233,233,233,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,19:45:00,Cash,436.85,4.761904762,21.8425,6.6,Tuesday,29-01-2019,January
234,234,234,234,234,234,234,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,20:26:00,Ewallet,108.16,4.761904762,5.408,6.9,Tuesday,1/1/2019,January
235,235,235,235,235,235,235,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,19:38:00,Credit card,626.22,4.761904762,31.311,7.8,Tuesday,19-02-2019,February
236,236,236,236,236,236,236,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,17:59:00,Ewallet,77.1,4.761904762,3.855,6.1,Thursday,17-01-2019,January
237,237,237,237,237,237,237,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,20:18:00,Cash,483.72,4.761904762,24.186,9.1,Thursday,28-02-2019,February
238,238,238,238,238,238,238,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,18:33:00,Credit card,178.4,4.761904762,8.92,6.6,Wednesday,6/2/2019,February
239,239,239,239,239,239,239,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,16:06:00,Ewallet,500.22,4.761904762,25.011,4.5,Thursday,28-03-2019,March
240,240,240,240,240,240,240,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,12:47:00,Credit card,35.82,4.761904762,1.791,8.1,Saturday,19-01-2019,January
241,241,241,241,241,241,241,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,13:34:00,Credit card,136.14,4.761904762,6.807,7.2,Sunday,17-02-2019,February
242,242,242,242,242,242,242,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,16:23:00,Credit card,89.28,4.761904762,4.464,4.4,Friday,1/3/2019,March
243,243,243,243,243,243,243,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,19:33:00,Ewallet,168.0,4.761904762,8.4,4.8,Thursday,28-02-2019,February
244,244,244,244,244,244,244,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,11:39:00,Ewallet,19.7,4.761904762,0.985,9.5,Friday,8/2/2019,February
245,245,245,245,245,245,245,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,11:32:00,Cash,845.64,4.761904762,42.282,9.8,Wednesday,20-03-2019,March
246,246,246,246,246,246,246,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,14:33:00,Ewallet,143.26,4.761904762,7.163,8.8,Tuesday,12/2/2019,February
247,247,247,247,247,247,247,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,15:29:00,Ewallet,75.38,4.761904762,3.769,9.5,Wednesday,20-02-2019,February
248,248,248,248,248,248,248,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,10:31:00,Credit card,136.4,4.761904762,6.82,8.6,Sunday,3/2/2019,February
249,249,249,249,249,249,249,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,12:30:00,Ewallet,174.2,4.761904762,8.71,7.0,Friday,22-02-2019,February
250,250,250,250,250,250,250,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,13:18:00,Credit card,778.32,4.761904762,38.916,6.2,Saturday,9/3/2019,March
251,251,251,251,251,251,251,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,11:52:00,Cash,579.12,4.761904762,28.956,4.5,Friday,11/1/2019,January
252,252,252,252,252,252,252,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,18:24:00,Ewallet,188.5,4.761904762,9.425,5.6,Wednesday,27-02-2019,February
253,253,253,253,253,253,253,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,15:19:00,Ewallet,221.56,4.761904762,11.078,8.0,Monday,25-03-2019,March
254,254,254,254,254,254,254,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,17:48:00,Ewallet,511.04,4.761904762,25.552,9.9,Sunday,20-01-2019,January
255,255,255,255,255,255,255,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,11:07:00,Ewallet,53.45,4.761904762,2.6725,7.6,Tuesday,26-03-2019,March
256,256,256,256,256,256,256,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,15:48:00,Credit card,222.0,4.761904762,11.1,6.6,Sunday,20-01-2019,January
257,257,257,257,257,257,257,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,17:24:00,Cash,68.58,4.761904762,3.429,7.7,Tuesday,15-01-2019,January
258,258,258,258,258,258,258,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,16:06:00,Ewallet,379.04,4.761904762,18.952,7.8,Monday,11/2/2019,February
259,259,259,259,259,259,259,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,14:14:00,Credit card,30.62,4.761904762,1.531,4.1,Tuesday,5/2/2019,February
260,260,260,260,260,260,260,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,16:09:00,Credit card,522.06,4.761904762,26.103,9.0,Monday,4/2/2019,February
261,261,261,261,261,261,261,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,15:15:00,Ewallet,412.37,4.761904762,20.6185,9.7,Thursday,17-01-2019,January
262,262,262,262,262,262,262,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,20:06:00,Credit card,46.41,4.761904762,2.3205,4.0,Sunday,3/3/2019,March
263,263,263,263,263,263,263,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,12:52:00,Credit card,648.2,4.761904762,32.41,9.3,Wednesday,27-02-2019,February
264,264,264,264,264,264,264,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,12:28:00,Credit card,93.22,4.761904762,4.661,6.6,Tuesday,26-02-2019,February
265,265,265,265,265,265,265,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,15:15:00,Cash,244.9,4.761904762,12.245,8.1,Friday,22-02-2019,February
266,266,266,266,266,266,266,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,11:27:00,Cash,440.64,4.761904762,22.032,8.0,Monday,4/3/2019,March
267,267,267,267,267,267,267,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,16:36:00,Cash,309.88,4.761904762,15.494,4.2,Sunday,17-03-2019,March
268,268,268,268,268,268,268,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,18:41:00,Credit card,186.36,4.761904762,9.318,8.5,Wednesday,16-01-2019,January
269,269,269,269,269,269,269,257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,17:12:00,Cash,200.92,4.761904762,10.046,9.0,Tuesday,8/1/2019,January
270,270,270,270,270,270,270,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,18:06:00,Credit card,402.6,4.761904762,20.13,5.0,Sunday,24-02-2019,February
271,271,271,271,271,271,271,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,14:00:00,Cash,95.15,4.761904762,4.7575,6.0,Friday,22-03-2019,March
272,272,272,272,272,272,272,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,10:57:00,Cash,388.96,4.761904762,19.448,5.0,Thursday,24-01-2019,January
273,273,273,273,273,273,273,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,20:29:00,Ewallet,271.04,4.761904762,13.552,9.6,Saturday,19-01-2019,January
